,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
9440,True,ZTF20acptdpf,SN Ia,SN Ib/c,0.3,0.26,0.323,0.117,SNIa,0.326,0.252,0.288,0.134,0.08
9441,True,ZTF20acpujxl,SN Ia,SN Ia,0.519,0.147,0.195,0.139,SNIa,0.456,0.162,0.27,0.112,0.04
9442,True,ZTF20acpumut,SN Ia,SN Ia,0.577,0.133,0.175,0.115,SNIa,0.444,0.144,0.266,0.146,0.082
9443,True,ZTF20acpvxmk,SN Ia,SN Ib/c,0.292,0.186,0.445,0.077,SNIbc,0.358,0.192,0.36,0.09,0.0384
9444,True,ZTF20acpwjus,SN Ia-91T-like,SN Ia,0.492,0.114,0.259,0.135,SNIa,0.446,0.154,0.31,0.09,0.075
9445,True,ZTF20acpwmui,SN Ia,SN Ia,0.5,0.167,0.172,0.161,SNIa,0.452,0.148,0.264,0.136,0.095
9446,True,ZTF20acpxvez,SN Ia,SN Ia,0.775,0.072,0.092,0.061,SNIa,0.48,0.144,0.294,0.082,0.051
9447,True,ZTF20acpyaap,SN Ia,SN Ia,0.368,0.243,0.283,0.106,SNIa,0.352,0.246,0.286,0.116,0.02
9448,True,ZTF20acpylns,SN Ia,SN Ia,0.348,0.232,0.29,0.13,SNIa,0.362,0.226,0.276,0.136,0.076388
9449,True,ZTF20acqelhh,SN Ia,SN Ia,0.783,0.051,0.119,0.047,SNIa,0.448,0.134,0.286,0.132,0.06
9450,True,ZTF20acqfssi,SN Ia-91T-like,SN Ia,0.595,0.126,0.166,0.113,SNIa,0.45,0.124,0.3,0.126,0.059
9451,True,ZTF20acqksdi,SN Ia,SN Ia,0.568,0.152,0.173,0.107,SNIa,0.4,0.2,0.288,0.112,0.03726
9452,True,ZTF20acqlfwb,SN Ia,SN Ia,0.581,0.115,0.204,0.1,SNIa,0.416,0.184,0.272,0.128,0.08
9453,True,ZTF20acquetr,SN Ia,SN Ia,0.46,0.09,0.429,0.021,SNIbc,0.386,0.116,0.464,0.034,0.030791
9454,True,ZTF20acqvgav,SN Ia,SN Ia,0.65,0.116,0.168,0.066,SNIa,0.472,0.144,0.264,0.12,0.1
9455,True,ZTF20acqzjqz,SN Ia,SN Ia,0.489,0.133,0.221,0.157,SNIa,0.384,0.174,0.304,0.138,0.0241
9456,True,ZTF20acqzpta,SN Ia,SN Ia,0.69,0.073,0.218,0.019,SNIa,0.448,0.202,0.278,0.072,0.07135
9457,True,ZTF20acrbpqd,SN Ia,SN Ia,0.343,0.213,0.242,0.202,SNIbc,0.348,0.172,0.316,0.164,0.06785
9458,True,ZTF20acrdadi,SN Ia,SN Ia,0.314,0.268,0.284,0.134,SNIa,0.374,0.196,0.292,0.138,0.06113
9459,True,ZTF20acrdemq,SN Ia,SN Ia,0.638,0.111,0.118,0.133,SNIa,0.474,0.138,0.274,0.114,0.07
9460,True,ZTF20acrerzb,SN Ia,SN Ia,0.748,0.061,0.13,0.061,SNIa,0.4,0.162,0.302,0.136,0.07
9461,True,ZTF20acrheie,SN Ia,SN Ib/c,0.401,0.116,0.425,0.058,SNIbc,0.332,0.21,0.37,0.088,0.049431
9462,True,ZTF20acrhrcy,SN Ia,SN Ia,0.624,0.131,0.203,0.042,SNIa,0.426,0.12,0.37,0.084,0.1
9463,True,ZTF20acrqeje,SN Ia,SN Ia,0.654,0.094,0.193,0.059,SNIbc,0.294,0.24,0.312,0.154,0.06
9464,True,ZTF20acrudzk,SN Ia,SN Ia,0.589,0.121,0.12,0.17,SNIa,0.444,0.138,0.306,0.112,0.04
9465,True,ZTF20acrufey,SN Ia,SN Ia,0.692,0.099,0.147,0.062,SNIa,0.414,0.168,0.282,0.136,0.06
9466,True,ZTF20acrxrfv,SN Ia,SN Ia,0.628,0.13,0.13,0.112,SNIa,0.376,0.194,0.27,0.16,0.086
9467,True,ZTF20acsdykp,SN Ia,SN Ia,0.557,0.142,0.205,0.096,SNIa,0.346,0.246,0.27,0.138,0.1
9468,True,ZTF20acselme,SN Ia,SN Ib/c,0.184,0.254,0.306,0.256,,,,,,0.042
9469,True,ZTF20acsesce,SN Ia,SN Ia,0.544,0.103,0.298,0.055,SNIbc,0.368,0.148,0.386,0.098,0.052
9470,True,ZTF20acsfdnn,SN Ia,SN Ia,0.613,0.141,0.156,0.09,SNIa,0.352,0.232,0.242,0.174,0.09
9471,True,ZTF20actddoh,SN Ia,SN II,0.259,0.344,0.184,0.213,SNIa,0.32,0.242,0.3,0.138,0.01525
9472,True,ZTF20actdeqw,SN Ia,SN Ia,0.411,0.199,0.357,0.033,SNIa,0.344,0.258,0.264,0.134,0.045
9473,True,ZTF20actfeym,SN Ia,SN Ia,0.622,0.095,0.257,0.026,SNIa,0.428,0.168,0.316,0.088,0.055905
9474,True,ZTF20actiymd,SN Ia,SN Ia,0.559,0.106,0.204,0.131,SNIa,0.422,0.154,0.316,0.108,0.0394340008
9475,True,ZTF20actjbaf,SN Ia,SN Ia,0.541,0.129,0.209,0.121,SNIa,0.382,0.178,0.278,0.162,0.08
9476,True,ZTF20actljfs,SN Ia,SN Ia,0.497,0.142,0.249,0.112,SNIa,0.39,0.166,0.3,0.144,0.06
9477,True,ZTF20actoakx,SN Ia,SN Ia,0.394,0.193,0.273,0.14,SNIa,0.286,0.254,0.256,0.204,0.03
9478,True,ZTF20actpatx,SN Ia,SN Ia,0.547,0.181,0.106,0.166,SNIa,0.432,0.176,0.268,0.124,0.0695761
9479,True,ZTF20actpbck,SN Ia,SN Ia,0.701,0.048,0.206,0.045,SNIa,0.414,0.142,0.262,0.182,0.06
9480,True,ZTF20actpuan,SN Ia,SN Ia,0.582,0.116,0.156,0.146,SNIa,0.472,0.156,0.246,0.126,0.075
9481,True,ZTF20actrovz,SN Ia,SN Ib/c,0.272,0.209,0.294,0.225,SNIa,0.266,0.252,0.262,0.22,0.09
9482,True,ZTF20actskcf,SN Ia,SN Ia,0.571,0.135,0.221,0.073,SNIbc,0.354,0.192,0.388,0.066,0.028023
9483,True,ZTF20actveqm,SN Ia,SN Ia,0.57,0.157,0.189,0.084,SNIa,0.454,0.17,0.266,0.11,0.111
9484,True,ZTF20actvfgr,SN Ia,SN Ia,0.67,0.074,0.209,0.047,SNIa,0.396,0.164,0.34,0.1,0.088376
9485,True,ZTF20actvlbq,SN Ia,SN Ia,0.553,0.168,0.14,0.139,SNIa,0.42,0.154,0.274,0.152,0.083038
9486,True,ZTF20actvpyc,SN Ia,SN Ia,0.652,0.099,0.148,0.101,SNIa,0.35,0.22,0.236,0.194,0.08
9487,True,ZTF20acucbek,SN Ia,SN Ia,0.386,0.18,0.312,0.122,SNIbc,0.326,0.204,0.338,0.132,0.03889
9488,True,ZTF20acudkao,SN Ia,SN Ia,0.573,0.107,0.259,0.061,SNIa,0.392,0.182,0.35,0.076,0.0383060016
9489,True,ZTF20acugxbm,SN Ia,SN Ia,0.31,0.183,0.234,0.273,SNIbc,0.306,0.238,0.326,0.13,0.026218
9490,True,ZTF20acuimtq,SN Ia,SN Ia,0.696,0.121,0.116,0.067,SNIa,0.42,0.142,0.3,0.138,0.069
9491,True,ZTF20acujaft,SN Ia,SN Ia,0.527,0.151,0.198,0.124,SNIa,0.404,0.194,0.246,0.156,0.08
9492,True,ZTF20acukxat,SN Ia,SLSN,0.217,0.224,0.228,0.331,SNIbc,0.248,0.234,0.252,0.266,0.0425460003
9493,True,ZTF20aculruc,SN Ia,SN Ia,0.432,0.173,0.198,0.197,SNIa,0.392,0.206,0.28,0.122,0.077
9494,True,ZTF20acumcrz,SN Ia,SN Ia,0.529,0.211,0.193,0.067,SNIa,0.37,0.244,0.3,0.086,0.054
9495,True,ZTF20acumrio,SN Ia,SN Ib/c,0.235,0.275,0.406,0.084,SNIbc,0.306,0.186,0.374,0.134,0.05
9496,True,ZTF20acumxrh,SN Ia,SN Ia,0.671,0.082,0.151,0.096,SNIa,0.448,0.152,0.27,0.13,0.07
9497,True,ZTF20acuoclk,SN Ia,SN Ia,0.666,0.076,0.2,0.058,SNIa,0.454,0.176,0.24,0.13,0.082
9498,True,ZTF20acuosvy,SN Ia,SN Ib/c,0.215,0.295,0.381,0.109,SNIbc,0.274,0.24,0.362,0.124,0.008076
9499,True,ZTF20acuowxj,SN Ia,SN Ia,0.722,0.085,0.126,0.067,SNIa,0.376,0.162,0.338,0.124,0.065
9500,True,ZTF20acuoxrx,SN Ia,SN Ia,0.52,0.131,0.246,0.103,SNIa,0.354,0.176,0.34,0.13,0.034407
9501,True,ZTF20acurrzb,SN Ia,SN Ia,0.496,0.18,0.154,0.17,SNIa,0.31,0.194,0.26,0.236,0.081
9502,True,ZTF20acurtpj,SN Ia,SN Ia,0.499,0.153,0.225,0.123,SNIa,0.42,0.182,0.282,0.116,0.041
9503,True,ZTF20acusneh,SN Ia,SN Ia,0.626,0.075,0.221,0.078,SNIa,0.416,0.128,0.37,0.086,0.054
9504,True,ZTF20acuspji,SN Ia,SN Ia,0.434,0.17,0.278,0.118,,,,,,0.0559
9505,True,ZTF20acusqsp,SN Ia,SN Ia,0.595,0.114,0.166,0.125,SNIbc,0.376,0.132,0.414,0.078,0.062
9506,True,ZTF20acuzfpk,SN Ia,SN Ia,0.625,0.128,0.191,0.056,SNIa,0.394,0.166,0.324,0.116,0.057
9507,True,ZTF20acuzjqk,SN Ia,SN Ia,0.583,0.141,0.194,0.082,SNIbc,0.33,0.202,0.34,0.128,0.07
9508,True,ZTF20acuzlib,SN Ia,SN Ia,0.565,0.149,0.157,0.129,SNIa,0.372,0.194,0.278,0.156,0.08
9509,True,ZTF20acvagdq,SN Ia,SN Ia,0.387,0.158,0.384,0.071,SNIbc,0.338,0.158,0.444,0.06,0.035428
9510,True,ZTF20acvbrbv,SN Ia-91bg-like,SN Ib/c,0.354,0.133,0.474,0.039,SNIbc,0.344,0.174,0.352,0.13,0.05
9511,True,ZTF20acvchhw,SN Ia,SN Ib/c,0.28,0.199,0.444,0.077,SNIbc,0.314,0.17,0.418,0.098,0.046
9512,True,ZTF20acvdqtg,SN Ia,SN Ia,0.499,0.127,0.224,0.15,SNIa,0.336,0.174,0.244,0.246,0.077
9513,True,ZTF20acvejem,SN Ia,SN Ia,0.681,0.121,0.104,0.094,SNIa,0.45,0.174,0.274,0.102,0.063
9514,True,ZTF20acviwcr,SN Ia,SN Ia,0.606,0.122,0.231,0.041,SNIa,0.356,0.18,0.354,0.11,0.03587
9515,True,ZTF20acvkjrm,SN Ia,SN Ia,0.644,0.106,0.134,0.116,SNIa,0.408,0.184,0.262,0.146,0.090698
9516,True,ZTF20acvkqxy,SN Ia,SN Ib/c,0.38,0.171,0.385,0.064,SNIa,0.346,0.212,0.33,0.112,0.063327
9517,True,ZTF20acvziuf,SN Ia,SN Ib/c,0.297,0.223,0.344,0.136,SNIa,0.33,0.246,0.328,0.096,0.017072
9518,True,ZTF20acwcfvx,SN Ia,SN Ia,0.653,0.08,0.185,0.082,SNIa,0.288,0.224,0.278,0.21,0.077
9519,True,ZTF20acwcqnv,SN Ia,SN Ia,0.522,0.141,0.167,0.17,SNIa,0.412,0.15,0.326,0.112,0.09
9520,True,ZTF20acwdnbw,SN Ia,SN Ia,0.532,0.15,0.211,0.107,SNIa,0.372,0.182,0.274,0.172,0.07
9521,True,ZTF20acwfanr,SN Ia,SN Ib/c,0.304,0.24,0.4,0.056,SNIbc,0.282,0.232,0.37,0.116,0.05585
9522,True,ZTF20acwfcfs,SN Ia,SN Ia,0.321,0.272,0.301,0.106,SNIbc,0.262,0.222,0.388,0.128,0.035546
9523,True,ZTF20acwgnxk,SN Ia,SN Ib/c,0.319,0.133,0.484,0.064,SNIbc,0.322,0.176,0.35,0.152,0.039
9524,True,ZTF20acwkvgj,SN Ia,SN Ia,0.643,0.113,0.168,0.076,SNIa,0.44,0.182,0.28,0.098,0.06
9525,True,ZTF20acwkwqn,SN Ia,SN Ia,0.662,0.093,0.153,0.092,SNIa,0.346,0.256,0.234,0.164,0.07
9526,True,ZTF20acwmpsj,SN Ia,SN Ia,0.771,0.054,0.149,0.026,SNIa,0.494,0.142,0.28,0.084,0.0518
9527,True,ZTF20acwncbd,SN Ia,SN Ia,0.741,0.067,0.131,0.061,SNIa,0.434,0.214,0.26,0.092,0.08
9528,True,ZTF20acwnrty,SN Ia-91T-like,SN Ia,0.534,0.147,0.143,0.176,SNIa,0.442,0.154,0.292,0.112,0.065
9529,True,ZTF20acwoamm,SN Ia,SN Ia,0.6,0.13,0.197,0.073,SNIa,0.458,0.174,0.284,0.084,0.067
9530,True,ZTF20acwomqh,SN Ia,SN Ia,0.618,0.116,0.17,0.096,SNIa,0.418,0.15,0.318,0.114,0.0686
9531,True,ZTF20acwozwz,SN Ia,SN Ia,0.445,0.179,0.174,0.202,SNIa,0.426,0.196,0.266,0.112,0.06
9532,True,ZTF20acwpaov,SN Ia,SN Ia,0.438,0.192,0.21,0.16,SNIa,0.364,0.204,0.332,0.1,0.05913
9533,True,ZTF20acwpbgv,SN Ia-91bg-like,SN Ib/c,0.265,0.148,0.331,0.256,,,,,,0.051
9534,True,ZTF20acwpfvq,SN Ia,SN Ia,0.719,0.076,0.126,0.079,SNIa,0.43,0.178,0.262,0.13,0.082
9535,True,ZTF20acwphqb,SN Ia,SN Ia,0.597,0.143,0.199,0.061,SNIa,0.426,0.146,0.324,0.104,0.08
9536,True,ZTF20acwpixx,SN Ia,SN Ia,0.661,0.135,0.143,0.061,SNIa,0.32,0.252,0.26,0.168,0.077451
9537,True,ZTF20acwqkuz,SN Ia,SN Ia,0.65,0.131,0.133,0.086,SNIa,0.428,0.226,0.216,0.13,0.08
9538,True,ZTF20acwqlpq,SN Ia,SN Ia,0.515,0.154,0.226,0.105,SNIa,0.406,0.16,0.312,0.122,0.07195
9539,True,ZTF20acwqndp,SN Ia,SN Ia,0.537,0.138,0.279,0.046,SNIa,0.436,0.116,0.342,0.106,0.05313
9540,True,ZTF20acwujgz,SN Ia,SN Ia,0.641,0.112,0.171,0.076,SNIa,0.384,0.196,0.242,0.178,0.07
9541,True,ZTF20acwxbyr,SN Ia,SN Ia,0.569,0.109,0.179,0.143,SNIa,0.428,0.16,0.286,0.126,0.086093
9542,True,ZTF20acwyihb,SN Ia,SN Ia,0.542,0.128,0.191,0.139,SNIa,0.396,0.204,0.268,0.132,0.062157
9543,True,ZTF20acwyoxc,SN Ia,SN Ia,0.419,0.157,0.261,0.163,SNIa,0.362,0.216,0.27,0.152,0.07551
9544,True,ZTF20acxbbaj,SN Ia,SN Ia,0.498,0.139,0.245,0.118,SNIa,0.454,0.142,0.302,0.102,0.06
9545,True,ZTF20acxbnjd,SN Ia,SN Ia,0.476,0.154,0.206,0.164,SNIa,0.398,0.216,0.234,0.152,0.1
9546,True,ZTF20acxdawc,SN Ia,SN Ia,0.388,0.176,0.387,0.049,SNIbc,0.33,0.224,0.368,0.078,0.025
9547,True,ZTF20acxncha,SN Ia,SN Ia,0.711,0.083,0.151,0.055,SNIa,0.418,0.184,0.318,0.08,0.048
9548,True,ZTF20acxooam,SN Ia,SN Ia,0.678,0.057,0.22,0.045,SNIa,0.438,0.134,0.332,0.096,0.09
9549,True,ZTF20acxpurh,SN Ia,SN Ia,0.749,0.085,0.101,0.065,SNIa,0.42,0.168,0.318,0.094,0.06
9550,True,ZTF20acxpvhu,SN Ia,SN Ia,0.555,0.137,0.192,0.116,SNIa,0.41,0.17,0.312,0.108,0.09
9551,True,ZTF20acxqnhn,SN Ia-pec,SN Ia,0.725,0.093,0.13,0.052,SNIa,0.448,0.152,0.32,0.08,0.083
9552,True,ZTF20acxsxac,SN Ia,SN Ia,0.53,0.141,0.191,0.138,SNIa,0.402,0.166,0.312,0.12,0.045795
9553,True,ZTF20acxtewc,SN Ia,SN Ia,0.648,0.079,0.211,0.062,SNIa,0.436,0.142,0.314,0.108,0.0363
9554,True,ZTF20acxvvnf,SN Ia,SN Ia,0.644,0.121,0.156,0.079,SNIa,0.384,0.158,0.37,0.088,0.05
9555,True,ZTF20acxzkkf,SN Ia,SN Ia,0.692,0.095,0.152,0.061,SNIa,0.436,0.174,0.292,0.098,0.043245
9556,True,ZTF20acxznai,SN Ia,SN Ia,0.662,0.138,0.125,0.075,SNIa,0.418,0.214,0.276,0.092,0.06898
9557,True,ZTF20acxzqyp,SN Ia,SN Ia,0.418,0.154,0.262,0.166,SNIa,0.34,0.184,0.332,0.144,0.03
9558,True,ZTF20acyjrsl,SN Ia,SN Ib/c,0.263,0.193,0.446,0.098,SNIbc,0.312,0.2,0.346,0.142,0.04106478941915
9559,True,ZTF20acynaba,SN Ia,SN Ia,0.818,0.052,0.089,0.041,SNIa,0.472,0.128,0.284,0.116,0.07
9560,True,ZTF20acyntiu,SN Ia,SN Ia,0.633,0.158,0.135,0.074,SNIa,0.492,0.154,0.272,0.082,0.11
9561,True,ZTF20acyrhbo,SN Ia,SN Ia,0.328,0.201,0.252,0.219,SNIa,0.346,0.222,0.33,0.102,0.027
9562,True,ZTF20acyrodl,SN Ia,SN Ia,0.443,0.154,0.341,0.062,SNIa,0.386,0.154,0.382,0.078,0.049024
9563,True,ZTF20acyvbhj,SN Ia,SN Ia,0.452,0.156,0.175,0.217,SNIa,0.346,0.184,0.304,0.166,0.07848
9564,True,ZTF20acyvzbr,SN Ia,SN Ia,0.555,0.111,0.204,0.13,SNIa,0.368,0.206,0.322,0.104,0.05456
9565,True,ZTF20acyvzef,SN Ia,SN Ia,0.46,0.148,0.286,0.106,SNIa,0.342,0.216,0.304,0.138,0.03862
9566,True,ZTF20acywbes,SN Ia,SN Ib/c,0.295,0.217,0.377,0.111,SNII,0.284,0.288,0.226,0.202,0.0450769998
9567,True,ZTF20acywefl,SN Ia,SN Ia,0.497,0.14,0.293,0.07,SNIa,0.402,0.202,0.294,0.102,0.058596
9568,True,ZTF20acyxrez,SN Ia,SN Ia,0.632,0.102,0.149,0.117,SNIa,0.382,0.178,0.332,0.108,0.0917
9569,True,ZTF20acyyavb,SN Ia,SN Ia,0.418,0.178,0.294,0.11,SNIbc,0.294,0.26,0.328,0.118,0.048
9570,True,ZTF20acyybvq,SN Ia,SN Ia,0.31,0.22,0.239,0.231,SNIa,0.33,0.188,0.304,0.178,0.078
9571,True,ZTF20acyybwo,SN Ia,SN Ia,0.434,0.176,0.296,0.094,SNIa,0.372,0.182,0.284,0.162,0.071378
9572,True,ZTF20aczacag,SN Ia,SN Ia,0.389,0.18,0.284,0.147,SNIa,0.37,0.2,0.316,0.114,0.04106478941915
9573,True,ZTF20aczfwjj,SN Ia,SN Ia,0.449,0.177,0.275,0.099,SNIa,0.414,0.168,0.344,0.074,0.042
9574,True,ZTF20aczgoml,SN Ia-91T-like,SN Ia,0.344,0.153,0.29,0.213,SNIa,0.356,0.174,0.32,0.15,0.0453189984
9575,True,ZTF20aczsjzc,SN Ia,SN Ia,0.427,0.173,0.221,0.179,SNIa,0.4,0.188,0.276,0.136,0.07711
9576,True,ZTF20acztnts,SN Ia,SN Ia,0.417,0.225,0.177,0.181,SNIa,0.348,0.232,0.33,0.09,0.068197
9577,True,ZTF20adadffg,SN Ia,SN Ia,0.589,0.1,0.178,0.133,SNIa,0.478,0.144,0.228,0.15,0.05
9578,True,ZTF20adadmsg,SN Ia,SLSN,0.206,0.195,0.199,0.4,SNIa,0.332,0.186,0.256,0.226,0.07
9579,True,ZTF20adadrdh,SN Ia,SN Ia,0.368,0.282,0.215,0.135,SNIa,0.356,0.232,0.258,0.154,0.081
9580,True,ZTF20adadsgm,SN Ia,SN Ia,0.424,0.224,0.302,0.05,SNIbc,0.336,0.222,0.358,0.084,0.043947
9581,True,ZTF20adadshh,SN Ia,SN Ia,0.503,0.149,0.287,0.061,SNIa,0.334,0.23,0.32,0.116,0.024682
9582,True,ZTF20adaftef,SN Ia,SN Ia,0.418,0.208,0.169,0.205,SNII,0.29,0.298,0.24,0.172,0.084025
9583,True,ZTF21aaaawur,SN Ia,SN Ia,0.374,0.142,0.287,0.197,SNIa,0.344,0.192,0.312,0.152,0.06
9584,True,ZTF21aaabaey,SN Ia,SN Ia,0.472,0.159,0.247,0.122,SNIa,0.408,0.164,0.262,0.166,0.06569
9585,True,ZTF21aaabtyq,SN Ia,SN Ib/c,0.354,0.149,0.394,0.103,SNIa,0.394,0.17,0.348,0.088,0.051295
9586,True,ZTF21aaabubo,SN Ia,SN Ia,0.354,0.271,0.269,0.106,SNIa,0.312,0.248,0.288,0.152,0.08
9587,True,ZTF21aaabucr,SN Ia,SN Ia,0.724,0.08,0.135,0.061,SNIa,0.426,0.13,0.32,0.124,0.07
9588,True,ZTF21aaabviz,SN Ia,SN Ia,0.308,0.262,0.278,0.152,SNIa,0.324,0.238,0.314,0.124,0.06
9589,True,ZTF21aaabvjk,SN Ia,SN Ib/c,0.22,0.294,0.358,0.128,SNIbc,0.198,0.31,0.38,0.112,0.016385
9590,True,ZTF21aaabvkj,SN Ia,SN Ia,0.378,0.265,0.247,0.11,SNII,0.258,0.314,0.21,0.218,0.077146
9591,True,ZTF21aaabzap,SN Ia,SN Ia,0.444,0.18,0.279,0.097,SNIa,0.356,0.188,0.308,0.148,0.086532
9592,True,ZTF21aaabzsj,SN Ia,SN Ia,0.448,0.21,0.285,0.057,SNIa,0.386,0.18,0.342,0.092,0.057352
9593,True,ZTF21aaaewsb,SN Ia,SN Ia,0.671,0.107,0.14,0.082,SNIa,0.416,0.184,0.24,0.16,0.068
9594,True,ZTF21aaafgmv,SN Ia,SN Ia,0.456,0.162,0.299,0.083,SNIa,0.422,0.208,0.268,0.102,0.079
9595,True,ZTF21aaafzwx,SN Ia,SN Ia,0.37,0.195,0.291,0.144,SNIa,0.396,0.224,0.236,0.144,0.08
9596,True,ZTF21aaahliy,SN Ia-91T-like,SN Ia,0.439,0.209,0.255,0.097,SNIa,0.396,0.196,0.312,0.096,0.10579
9597,True,ZTF21aaahtln,SN Ia,SN Ia,0.697,0.111,0.14,0.052,SNIa,0.36,0.192,0.356,0.092,0.076427
9598,True,ZTF21aaahyjj,SN Ia-91T-like,SN Ia,0.372,0.155,0.14,0.333,SNIa,0.374,0.216,0.248,0.162,0.095
9599,True,ZTF21aaahzpr,SN Ia,SN Ib/c,0.317,0.18,0.359,0.144,SNIa,0.414,0.154,0.344,0.088,0.09
9600,True,ZTF21aaaldio,SN Ia,SN Ia,0.469,0.129,0.337,0.065,SNIa,0.442,0.156,0.332,0.07,0.05
9601,True,ZTF21aaampui,SN Ia,SN Ib/c,0.253,0.218,0.346,0.183,SNIa,0.298,0.244,0.298,0.16,0.0155
9602,True,ZTF21aaaodzf,SN Ia,SN Ib/c,0.252,0.147,0.541,0.06,SNIa,0.308,0.18,0.282,0.23,0.031582
9603,True,ZTF21aaaotku,SN Ia,SN Ia,0.674,0.09,0.133,0.103,SNIa,0.446,0.172,0.302,0.08,0.087927
9604,True,ZTF21aaaoviv,SN Ia,SN Ia,0.763,0.07,0.131,0.036,SNIa,0.378,0.202,0.29,0.13,0.065883
9605,True,ZTF21aaasxel,SN Ia,SN Ia,0.548,0.136,0.191,0.125,SNIa,0.372,0.2,0.264,0.164,0.088
9606,True,ZTF21aaavhbu,SN Ia,SN Ia,0.404,0.187,0.323,0.086,SNIa,0.402,0.186,0.278,0.134,0.0767
9607,True,ZTF21aaaytny,SN Ia,SN Ia,0.585,0.121,0.241,0.053,SNIa,0.332,0.24,0.276,0.152,0.0459
9608,True,ZTF21aabcyvd,SN Ia,SN Ia,0.457,0.181,0.304,0.058,SNIa,0.436,0.194,0.294,0.076,0.028143
9609,True,ZTF21aabhqng,SN Ia,SN Ia,0.471,0.216,0.102,0.211,SNIa,0.418,0.196,0.274,0.112,0.089
9610,True,ZTF21aabhxxj,SN Ia,SN Ia,0.688,0.14,0.094,0.078,SNIa,0.4,0.172,0.294,0.134,0.05
9611,True,ZTF21aabvdjw,SN Ia,SN Ia,0.533,0.167,0.204,0.096,SNIa,0.352,0.198,0.304,0.146,0.092
9612,True,ZTF21aabvqlo,SN Ia,SN Ib/c,0.314,0.181,0.324,0.181,SNIa,0.344,0.166,0.304,0.186,0.080178
9613,True,ZTF21aacscvb,SN Ia,SN Ia,0.508,0.153,0.196,0.143,SNIa,0.43,0.17,0.252,0.148,0.07
9614,True,ZTF21aacvhsc,SN Ia,SN Ia,0.448,0.16,0.28,0.112,SNIa,0.334,0.248,0.238,0.18,0.017
9615,True,ZTF21aacvrzy,SN Ia,SN Ia,0.61,0.12,0.205,0.065,SNIa,0.396,0.22,0.252,0.132,0.07
9616,True,ZTF21aacvupj,SN Ia,SN Ia,0.399,0.168,0.228,0.205,SNIa,0.45,0.186,0.262,0.102,0.0937
9617,True,ZTF21aacxung,SN Ia,SN Ia,0.642,0.094,0.217,0.047,SNIa,0.474,0.14,0.33,0.056,0.046118
9618,True,ZTF21aaczpca,SN Ia,SN Ia,0.366,0.219,0.202,0.213,SNIa,0.368,0.22,0.256,0.156,0.035
9619,True,ZTF21aadebss,SN Ia,SN Ia,0.602,0.151,0.128,0.119,SNIa,0.398,0.148,0.34,0.114,0.08
9620,True,ZTF21aadezmh,SN Ia,SN Ia,0.712,0.11,0.127,0.051,SNIa,0.418,0.19,0.272,0.12,0.0621
9621,True,ZTF21aadktwq,SN Ia,SN Ia,0.52,0.184,0.132,0.164,SNIa,0.39,0.242,0.264,0.104,0.0653
9622,True,ZTF21aaeoxfd,SN Ia,SN Ia,0.461,0.12,0.315,0.104,SNIa,0.374,0.164,0.332,0.13,0.08
9623,True,ZTF21aaespww,SN Ia,SN Ia,0.428,0.2,0.249,0.123,SNIa,0.39,0.178,0.302,0.13,0.05
9624,True,ZTF21aaewexx,SN Ia,SN Ia,0.563,0.11,0.275,0.052,SNIa,0.33,0.204,0.284,0.182,0.06
9625,True,ZTF21aaezixn,SN Ia,SN Ib/c,0.265,0.183,0.476,0.076,SNIbc,0.32,0.21,0.376,0.094,0.04
9626,True,ZTF21aafkgvj,SN Ia,SN Ia,0.732,0.057,0.181,0.03,SNIa,0.41,0.198,0.256,0.136,0.06
9627,True,ZTF21aagkhwf,SN Ia,SN Ia,0.481,0.232,0.251,0.036,SNIa,0.418,0.196,0.298,0.088,0.08
9628,True,ZTF21aaglret,SN Ia,SN Ia,0.655,0.141,0.117,0.087,SNIa,0.446,0.16,0.252,0.142,0.063
9629,True,ZTF21aagmoqw,SN Ia,SN Ia,0.473,0.206,0.278,0.043,SNIa,0.352,0.234,0.272,0.142,0.0554
9630,True,ZTF21aagmqic,SN Ia,SN Ia,0.594,0.15,0.166,0.09,SNIa,0.412,0.182,0.318,0.088,0.055
9631,True,ZTF21aagnvvk,SN Ia-91T-like,SN Ib/c,0.383,0.128,0.43,0.059,SNIa,0.388,0.184,0.318,0.11,0.13
9632,True,ZTF21aagnwkk,SN Ia,SN Ia,0.355,0.326,0.231,0.088,SNIa,0.302,0.296,0.244,0.158,0.113
9633,True,ZTF21aagocor,SN Ia,SN Ia,0.55,0.203,0.11,0.137,SNIa,0.404,0.214,0.242,0.14,0.06
9634,True,ZTF21aagofpx,SN Ia,SN Ia,0.369,0.265,0.325,0.041,SNIa,0.368,0.246,0.308,0.078,0.055
9635,True,ZTF21aagogqe,SN Ia,SN Ia,0.623,0.113,0.21,0.054,SNIa,0.454,0.154,0.294,0.098,0.069
9636,True,ZTF21aagojfe,SN Ia,SN Ib/c,0.344,0.23,0.371,0.055,SNIbc,0.308,0.264,0.314,0.114,0.026872
9637,True,ZTF21aagoliy,SN Ia,SN Ia,0.319,0.189,0.3,0.192,SNIa,0.376,0.15,0.298,0.176,0.07484
