,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
9240,True,ZTF20abyiohf,SN Ia,SN Ia,0.636,0.132,0.143,0.089,SNIa,0.372,0.222,0.236,0.17,0.085
9241,True,ZTF20abyiycy,SN Ia,SN Ia,0.46,0.158,0.275,0.107,SNIa,0.366,0.198,0.34,0.096,0.07
9242,True,ZTF20abyjopm,SN Ia,SN Ia,0.56,0.134,0.226,0.08,SNIa,0.414,0.184,0.322,0.08,0.11
9243,True,ZTF20abyjoxb,SN Ia,SN Ia,0.591,0.12,0.167,0.122,SNIa,0.364,0.228,0.216,0.192,0.085
9244,True,ZTF20abyjpxx,SN Ia,SN Ia,0.571,0.138,0.177,0.114,SNIa,0.348,0.218,0.246,0.188,0.093
9245,True,ZTF20abylbuf,SN Ia,SN Ia,0.31,0.281,0.276,0.133,SNIa,0.296,0.262,0.272,0.17,0.0468
9246,True,ZTF20abypkpz,SN Ia,SN Ia,0.387,0.2,0.219,0.194,SNIa,0.4,0.208,0.302,0.09,0.064
9247,True,ZTF20abyppuk,SN Ia,SN Ia,0.701,0.104,0.105,0.09,SNIa,0.336,0.222,0.264,0.178,0.08
9248,True,ZTF20abyptpc,SN Ia,SN Ib/c,0.222,0.307,0.36,0.111,SNII,0.232,0.322,0.292,0.154,0.01335
9249,True,ZTF20abyqdyg,SN Ia,SN Ia,0.385,0.177,0.189,0.249,SNIa,0.31,0.212,0.238,0.24,0.1
9250,True,ZTF20abyskia,SN Ia,SN Ia,0.603,0.123,0.155,0.119,SNIa,0.392,0.23,0.226,0.152,0.08
9251,True,ZTF20abyvtds,SN Ia,SN Ia,0.525,0.165,0.159,0.151,SNIa,0.38,0.178,0.216,0.226,0.04
9252,True,ZTF20abywpkl,SN Ia,SN Ia,0.524,0.12,0.257,0.099,SNIbc,0.296,0.268,0.298,0.138,0.06
9253,True,ZTF20abywspv,SN Ia,SN Ia,0.451,0.151,0.174,0.224,SLSN,0.264,0.24,0.202,0.294,0.09
9254,True,ZTF20abyxnjo,SN Ia,SN Ia,0.572,0.164,0.211,0.053,SNIa,0.34,0.284,0.228,0.148,0.08
9255,True,ZTF20abyxuky,SN Ia,SN Ia,0.578,0.111,0.171,0.14,SNIa,0.376,0.218,0.216,0.19,0.08
9256,True,ZTF20abyyfmw,SN Ia,SN Ia,0.335,0.27,0.194,0.201,SNIa,0.342,0.206,0.288,0.164,0.02581
9257,True,ZTF20abyzbxa,SN Ia,SN Ia,0.569,0.157,0.167,0.107,SNIa,0.488,0.17,0.262,0.08,0.08
9258,True,ZTF20abyzgzj,SN Ia,SN Ia,0.52,0.133,0.274,0.073,SNIa,0.354,0.226,0.234,0.186,0.06
9259,True,ZTF20abzaknn,SN Ia,SN Ia,0.62,0.113,0.202,0.065,SNIa,0.458,0.13,0.244,0.168,0.094
9260,True,ZTF20abzbfct,SN Ia,SN Ib/c,0.21,0.28,0.335,0.175,SNIa,0.336,0.212,0.26,0.192,0.035
9261,True,ZTF20abzcokv,SN Ia,SN Ia,0.708,0.074,0.159,0.059,SNIa,0.396,0.168,0.246,0.19,0.055
9262,True,ZTF20abzetdf,SN Ia,SN Ia,0.557,0.136,0.202,0.105,SNII,0.276,0.278,0.248,0.198,0.07
9263,True,ZTF20abzfoyg,SN Ia,SN Ia,0.35,0.268,0.133,0.249,SNIa,0.34,0.256,0.256,0.148,0.075
9264,True,ZTF20abzgfhl,SN Ia,SN Ia,0.507,0.154,0.262,0.077,SNIa,0.392,0.202,0.292,0.114,0.08
9265,True,ZTF20abzjads,SN Ia,SN Ia,0.832,0.054,0.059,0.055,SNIa,0.414,0.16,0.284,0.142,0.075
9266,True,ZTF20abzjpsv,SN Ia,SN Ia,0.589,0.139,0.193,0.079,SNIa,0.394,0.222,0.268,0.116,0.095
9267,True,ZTF20abzjvse,SN Ia,SN Ia,0.533,0.138,0.172,0.157,SNIa,0.44,0.132,0.208,0.22,0.08
9268,True,ZTF20abzpxxu,SN Ia,SN Ia,0.64,0.132,0.13,0.098,SNIa,0.372,0.23,0.238,0.16,0.09
9269,True,ZTF20abzvxyk,SN Ia,SN Ia,0.656,0.121,0.137,0.086,SNIa,0.394,0.244,0.232,0.13,0.093
9270,True,ZTF20acaczen,SN Ia,SN Ia,0.758,0.073,0.134,0.035,SNIa,0.47,0.152,0.29,0.088,0.087
9271,True,ZTF20acajvrj,SN Ia,SN Ia,0.464,0.136,0.316,0.084,SNIa,0.382,0.184,0.264,0.17,0.0705
9272,True,ZTF20acauthg,SN Ia,SN Ia,0.595,0.118,0.237,0.05,SNIa,0.43,0.188,0.266,0.116,0.08
9273,True,ZTF20acbakkg,SN Ia,SN Ib/c,0.224,0.193,0.495,0.088,SNIbc,0.264,0.202,0.272,0.262,0.038
9274,True,ZTF20acbeanu,SN Ia,SN Ia,0.796,0.066,0.109,0.029,SNIa,0.454,0.224,0.216,0.106,0.06
9275,True,ZTF20acberbd,SN Ia,SN Ia,0.418,0.237,0.256,0.089,SNII,0.222,0.306,0.25,0.222,0.07
9276,True,ZTF20acberfr,SN Ia,SN Ia,0.612,0.095,0.212,0.081,SNIa,0.362,0.184,0.304,0.15,0.09
9277,True,ZTF20acbnoqi,SN Ia,SN Ib/c,0.343,0.221,0.366,0.07,SNIbc,0.328,0.172,0.334,0.166,0.08
9278,True,ZTF20acbovrt,SN Ia,SN Ia,0.611,0.124,0.117,0.148,SNIa,0.442,0.17,0.254,0.134,0.05
9279,True,ZTF20acbttnt,SN Ia-91T-like,SN Ia,0.673,0.107,0.114,0.106,SNIa,0.386,0.252,0.198,0.164,0.099
9280,True,ZTF20accagnf,SN Ia,SN Ia,0.492,0.164,0.13,0.214,SNIa,0.402,0.16,0.27,0.168,0.06
9281,True,ZTF20acchxpm,SN Ia,SN Ia,0.801,0.062,0.105,0.032,SNIa,0.458,0.18,0.246,0.116,0.08
9282,True,ZTF20accodxy,SN Ia,SN Ia,0.62,0.145,0.153,0.082,SNIa,0.378,0.186,0.294,0.142,0.075
9283,True,ZTF20accovje,SN Ia,SN Ia,0.532,0.176,0.195,0.097,SNIa,0.416,0.21,0.268,0.106,0.094
9284,True,ZTF20accsfkt,SN Ia,SN Ia,0.746,0.085,0.099,0.07,SNIa,0.474,0.162,0.252,0.112,0.08
9285,True,ZTF20acctbbw,SN Ia,SN Ib/c,0.366,0.131,0.443,0.06,SNIbc,0.348,0.146,0.41,0.096,0.05
9286,True,ZTF20accxqqo,SN Ia,SN Ia,0.549,0.122,0.29,0.039,SNIa,0.404,0.188,0.316,0.092,0.04
9287,True,ZTF20accxzmn,SN Ia,SN Ia,0.807,0.051,0.113,0.029,SNIa,0.422,0.184,0.278,0.116,0.051
9288,True,ZTF20acdafau,SN Ia,SN Ia,0.413,0.204,0.127,0.256,SNIa,0.4,0.2,0.272,0.128,0.016
9289,True,ZTF20acdalpf,SN Ia,SN Ia,0.649,0.108,0.182,0.061,SNIa,0.396,0.176,0.3,0.128,0.076
9290,True,ZTF20acdnmpv,SN Ia,SN Ia,0.525,0.094,0.285,0.096,SNIa,0.416,0.138,0.3,0.146,0.065
9291,True,ZTF20acdqjeq,SN Iax[02cx-like],SN Ib/c,0.172,0.318,0.415,0.095,SNIbc,0.29,0.256,0.354,0.1,0.017222
9292,True,ZTF20aceqoer,SN Ia,SN Ia,0.568,0.124,0.244,0.064,SNIa,0.366,0.216,0.316,0.102,0.11
9293,True,ZTF20acexvcz,SN Ia,SN Ia,0.535,0.141,0.219,0.105,SNIa,0.368,0.206,0.298,0.128,0.1
9294,True,ZTF20acezpem,SN Ia,SN Ia,0.732,0.073,0.142,0.053,SNIa,0.48,0.17,0.23,0.12,0.07
9295,True,ZTF20acfaonm,SN Ia,SN Ia,0.36,0.225,0.321,0.094,SLSN,0.25,0.246,0.248,0.256,0.07363
9296,True,ZTF20acfasbq,SN Ia,SN Ia,0.651,0.116,0.143,0.09,SNIa,0.4,0.21,0.246,0.144,0.047
9297,True,ZTF20acflmyv,SN Ia,SN Ia,0.562,0.147,0.165,0.126,SNIa,0.394,0.186,0.27,0.15,0.103
9298,True,ZTF20acfnuee,SN Ia,SN Ia,0.589,0.116,0.229,0.066,SNIa,0.41,0.208,0.274,0.108,0.06
9299,True,ZTF20acfviac,SN Ia,SN Ia,0.707,0.106,0.152,0.035,SNIa,0.426,0.154,0.328,0.092,0.0365
9300,True,ZTF20acfvsze,SN Ia,SN Ia,0.651,0.102,0.185,0.062,SNIa,0.41,0.194,0.254,0.142,0.06
9301,True,ZTF20acgbkji,SN Ia,SN Ia,0.48,0.106,0.351,0.063,SNIa,0.362,0.184,0.346,0.108,0.04
9302,True,ZTF20acgdycd,SN Ia,SN Ia,0.669,0.113,0.163,0.055,SNIa,0.376,0.24,0.264,0.12,0.05
9303,True,ZTF20acggxac,SN Ia,SN Ia,0.451,0.146,0.195,0.208,SNIa,0.368,0.194,0.214,0.224,0.093
9304,True,ZTF20acggzxc,SN Ia,SN Ia,0.421,0.229,0.287,0.063,SNIa,0.308,0.278,0.258,0.156,0.084
9305,True,ZTF20acgkuay,SN Ia-91bg-like,SN Ia,0.462,0.105,0.375,0.058,SNIbc,0.342,0.164,0.366,0.128,0.04846
9306,True,ZTF20acgmqgv,SN Ia,SN Ia,0.458,0.197,0.204,0.141,SNII,0.28,0.292,0.192,0.236,0.08
9307,True,ZTF20acgmvsn,SN Ia,SN Ia,0.51,0.176,0.206,0.108,SNIa,0.388,0.158,0.28,0.174,0.08
9308,True,ZTF20acgnbvv,SN Ia,SN Ia,0.755,0.071,0.126,0.048,SNIa,0.396,0.24,0.244,0.12,0.05
9309,True,ZTF20acgnrqu,SN Ia,SN Ia,0.649,0.091,0.229,0.031,SNIa,0.466,0.192,0.258,0.084,0.046
9310,True,ZTF20acgnzhj,SN Ia,SN Ia,0.63,0.115,0.172,0.083,SNIa,0.408,0.178,0.29,0.124,0.06
9311,True,ZTF20acgpngg,SN Ia,SN Ia,0.495,0.148,0.243,0.114,SNIbc,0.316,0.19,0.334,0.16,0.053067
9312,True,ZTF20acgpqqr,SN Ia,SN Ia,0.744,0.088,0.117,0.051,SNIa,0.43,0.174,0.29,0.106,0.05951
9313,True,ZTF20acgprcg,SN Ia,SN Ia,0.635,0.104,0.203,0.058,SNIa,0.438,0.15,0.288,0.124,0.08
9314,True,ZTF20acgremo,SN Ia,SN Ia,0.63,0.091,0.234,0.045,SNIa,0.368,0.262,0.258,0.112,0.05
9315,True,ZTF20acgsvwb,SN Ia,SN Ia,0.764,0.074,0.111,0.051,SNIa,0.452,0.148,0.262,0.138,0.05
9316,True,ZTF20acgyvgs,SN Ia,SN Ia,0.522,0.132,0.246,0.1,SNIa,0.384,0.18,0.264,0.172,0.0633
9317,True,ZTF20acgzjje,SN Ia,SN Ia,0.772,0.043,0.168,0.017,SNIa,0.484,0.172,0.27,0.074,0.07
9318,True,ZTF20acgznau,SN Ia,SN Ia,0.652,0.103,0.166,0.079,SNIa,0.408,0.174,0.24,0.178,0.07
9319,True,ZTF20achadaa,SN Ia,SN Ia,0.624,0.103,0.168,0.105,SNIa,0.45,0.18,0.292,0.078,0.0369
9320,True,ZTF20achatyv,SN Ia,SN Ia,0.433,0.157,0.242,0.168,SNII,0.278,0.3,0.252,0.17,0.067767
9321,True,ZTF20achawym,SN Ia,SN Ia,0.333,0.283,0.192,0.192,SNIa,0.342,0.248,0.258,0.152,0.02746
9322,True,ZTF20achaxvo,SN Ia,SN Ia,0.379,0.254,0.266,0.101,SNIa,0.412,0.208,0.232,0.148,0.054604
9323,True,ZTF20achbekh,SN Ia,SN Ia,0.333,0.215,0.299,0.153,SNIa,0.348,0.196,0.284,0.172,0.0744
9324,True,ZTF20achbkud,SN Ia,SN Ia,0.472,0.176,0.203,0.149,SNIa,0.408,0.17,0.234,0.188,0.085
9325,True,ZTF20achdcni,SN Ia,SN Ia,0.54,0.154,0.173,0.133,SNIa,0.422,0.198,0.266,0.114,0.106
9326,True,ZTF20achdwmq,SN Ia,SN Ia,0.796,0.059,0.107,0.038,SNIa,0.466,0.166,0.284,0.084,0.06
9327,True,ZTF20achfdib,SN Ia,SN Ia,0.504,0.174,0.244,0.078,SNIa,0.402,0.164,0.348,0.086,0.017
9328,True,ZTF20achkgng,SN Ia,SN Ia,0.637,0.085,0.175,0.103,SNIa,0.436,0.15,0.252,0.162,0.1
9329,True,ZTF20achksbc,SN Ia,SN Ia,0.711,0.116,0.096,0.077,SNIa,0.388,0.196,0.228,0.188,0.076
9330,True,ZTF20achlced,SN Ia,SN II,0.22,0.386,0.274,0.12,SNIbc,0.28,0.274,0.314,0.132,0.008246
9331,True,ZTF20achmgee,SN Ia,SN Ia,0.694,0.092,0.134,0.08,SNIa,0.464,0.138,0.276,0.122,0.075
9332,True,ZTF20achncqp,SN Ia,SN Ia,0.598,0.131,0.156,0.115,SNIa,0.388,0.184,0.254,0.174,0.1
9333,True,ZTF20achncxi,SN Ia,SN Ia,0.572,0.123,0.156,0.149,SNIa,0.416,0.194,0.258,0.132,0.09
9334,True,ZTF20achptde,SN Ia,SN Ia,0.645,0.092,0.112,0.151,SNIa,0.496,0.124,0.26,0.12,0.0906
9335,True,ZTF20achrklb,SN Ia-91T-like,SN Ia,0.626,0.112,0.141,0.121,SNIa,0.446,0.206,0.258,0.09,0.07
9336,True,ZTF20achsfcq,SN Ia,SN Ia,0.433,0.222,0.159,0.186,SNIa,0.332,0.25,0.236,0.182,0.097
9337,True,ZTF20achsoln,SN Ia,SN Ia,0.517,0.137,0.261,0.085,SNIa,0.39,0.222,0.248,0.14,0.078
9338,True,ZTF20achstwk,SN Ia,SN Ia,0.694,0.081,0.125,0.1,SNIa,0.414,0.198,0.242,0.146,0.09
9339,True,ZTF20achtpbn,SN Ia,SN Ia,0.703,0.093,0.136,0.068,SNIa,0.458,0.16,0.28,0.102,0.1
9340,True,ZTF20achtxbi,SN Ia,SN Ia,0.696,0.093,0.157,0.054,SNIa,0.45,0.138,0.254,0.158,0.07
9341,True,ZTF20achtzug,SN Ia,SN Ia,0.34,0.201,0.217,0.242,SNIa,0.336,0.19,0.304,0.17,0.01787
9342,True,ZTF20achvmjr,SN Ia,SN Ib/c,0.304,0.168,0.46,0.068,SNIbc,0.272,0.25,0.28,0.198,0.07
9343,True,ZTF20achvmoj,SN Ia,SN Ia,0.353,0.202,0.329,0.116,SNIa,0.356,0.23,0.29,0.124,0.040822
9344,True,ZTF20achwpvs,SN Ia,SN Ia,0.579,0.118,0.264,0.039,SNIa,0.418,0.19,0.302,0.09,0.08
9345,True,ZTF20achzugy,SN Ia,SN Ia,0.676,0.075,0.234,0.015,SNIa,0.396,0.214,0.306,0.084,0.048
9346,True,ZTF20aciaxil,SN Ia,SN Ia,0.464,0.16,0.293,0.083,SNIa,0.43,0.154,0.288,0.128,0.07
9347,True,ZTF20aciievv,SN Ia,SN Ia,0.532,0.14,0.21,0.118,SNIa,0.426,0.2,0.272,0.102,0.007
9348,True,ZTF20aciigcw,SN Ia,SN Ia,0.484,0.158,0.24,0.118,SNIbc,0.384,0.138,0.402,0.076,0.04
9349,True,ZTF20acikuon,SN Ia,SN Ib/c,0.295,0.232,0.34,0.133,SNIbc,0.31,0.238,0.346,0.106,0.0237
9350,True,ZTF20aciowcm,SN Ia,SN Ia,0.666,0.131,0.156,0.047,SNIa,0.462,0.178,0.292,0.068,0.09
9351,True,ZTF20acisbek,SN Ia,SN Ia,0.609,0.109,0.149,0.133,SNIa,0.406,0.2,0.24,0.154,0.064094
9352,True,ZTF20acitbmh,SN Ia,SN Ia,0.745,0.083,0.125,0.047,SNIa,0.442,0.156,0.264,0.138,0.07
9353,True,ZTF20acithxf,SN Ia,SN Ia,0.57,0.136,0.175,0.119,SNIa,0.41,0.176,0.234,0.18,0.076326
9354,True,ZTF20aciuakv,SN Ia,SN Ia,0.564,0.145,0.216,0.075,SNIa,0.406,0.182,0.324,0.088,0.03496
9355,True,ZTF20aciudrr,SN Ia,SN Ia,0.671,0.119,0.122,0.088,SNIa,0.414,0.164,0.262,0.16,0.09957
9356,True,ZTF20aciugdl,SN Ia,SN Ia,0.721,0.101,0.122,0.056,SNIa,0.446,0.152,0.27,0.132,0.07
9357,True,ZTF20acixidp,SN Ia,SN Ia,0.669,0.095,0.19,0.046,SNIa,0.448,0.162,0.314,0.076,0.07
9358,True,ZTF20acizliy,SN Ia,SN Ia,0.613,0.113,0.158,0.116,SNIa,0.478,0.152,0.284,0.086,0.04
9359,True,ZTF20acjetyf,SN Ia,SN Ia,0.457,0.167,0.196,0.18,SNIa,0.336,0.218,0.274,0.172,0.033
9360,True,ZTF20acjfimy,SN Ia,SN Ia,0.722,0.085,0.112,0.081,SNIa,0.442,0.148,0.33,0.08,0.08
9361,True,ZTF20acjhhqx,SN Ia,SN Ia,0.641,0.118,0.138,0.103,SNIa,0.46,0.164,0.292,0.084,0.04
9362,True,ZTF20acjlkpe,SN Ia,SN Ia,0.673,0.131,0.126,0.07,SNIa,0.374,0.226,0.256,0.144,0.07
9363,True,ZTF20acjutba,SN Ia,SN Ia,0.618,0.16,0.122,0.1,SNIa,0.434,0.176,0.258,0.132,0.09
9364,True,ZTF20ackdkva,SN Ia,SN Ia,0.652,0.079,0.216,0.053,SNIa,0.442,0.184,0.258,0.116,0.11
9365,True,ZTF20ackhzba,SN Ia,SN Ia,0.798,0.04,0.141,0.021,SNIa,0.42,0.21,0.282,0.088,0.064
9366,True,ZTF20ackitai,SN Ia,SN Ia,0.381,0.18,0.156,0.283,SNIa,0.392,0.18,0.182,0.246,0.037
9367,True,ZTF20ackkejs,SN Ia,SN Ia,0.565,0.145,0.099,0.191,SNIa,0.47,0.146,0.25,0.134,0.09171
9368,True,ZTF20aclflxd,SN Ia,SN Ia,0.567,0.114,0.21,0.109,SNIa,0.454,0.176,0.244,0.126,0.08
9369,True,ZTF20aclggpx,SN Ia,SN Ia,0.501,0.145,0.282,0.072,SNIa,0.368,0.208,0.308,0.116,0.078
9370,True,ZTF20aclgnds,SN Ia,SN Ia,0.579,0.124,0.18,0.117,SNIa,0.42,0.154,0.262,0.164,0.08
9371,True,ZTF20aclkcuu,SN Ia,SN Ia,0.769,0.058,0.122,0.051,SNIa,0.464,0.13,0.324,0.082,0.07
9372,True,ZTF20aclkuqh,SN Ia,SN Ia,0.552,0.13,0.237,0.081,SNIbc,0.272,0.23,0.33,0.168,0.03
9373,True,ZTF20aclnsts,SN Ia,SN Ia,0.672,0.092,0.166,0.07,SNIa,0.396,0.182,0.266,0.156,0.0655
9374,True,ZTF20aclwowi,SN Ia,SN Ia,0.595,0.143,0.138,0.124,SNIa,0.468,0.18,0.236,0.116,0.1
9375,True,ZTF20aclxbwk,SN Ia,SN Ia,0.515,0.158,0.222,0.105,SNIa,0.416,0.17,0.278,0.136,0.07
9376,True,ZTF20aclzegl,SN Ia,SN Ia,0.427,0.137,0.406,0.03,SNIbc,0.404,0.138,0.41,0.048,0.06
9377,True,ZTF20acmafkf,SN Ia,SN Ia,0.536,0.126,0.204,0.134,SNIa,0.422,0.202,0.256,0.12,0.12
9378,True,ZTF20acmcqwc,SN Ia-pec,SN Ib/c,0.223,0.184,0.489,0.104,,,,,,0.031168
9379,True,ZTF20acmddof,SN Ia,SN Ia,0.577,0.142,0.212,0.069,SNIa,0.382,0.152,0.368,0.098,0.06
9380,True,ZTF20acmfacr,Object Not Found,SN Ia,0.614,0.119,0.159,0.108,SNIa,0.37,0.222,0.256,0.152,No Redshift
9381,True,ZTF20acmzoxo,SN Ia,SN Ia,0.424,0.172,0.192,0.212,SNIa,0.32,0.214,0.284,0.182,0.028
9382,True,ZTF20acnigox,SN Ia,SN Ia,0.807,0.053,0.117,0.023,SNIa,0.496,0.124,0.304,0.076,0.07
9383,True,ZTF20acnrphs,SN Ia,SN Ia,0.414,0.155,0.369,0.062,SNIbc,0.39,0.124,0.404,0.082,0.05
9384,True,ZTF20acnsgdb,SN Ia,SN Ia,0.525,0.144,0.223,0.108,SNIa,0.414,0.162,0.268,0.156,0.07
9385,True,ZTF20acnsinb,SN Ia,SN Ia,0.502,0.188,0.213,0.097,SNIa,0.354,0.168,0.294,0.184,0.09
9386,True,ZTF20acntqoh,SN Ia,SN Ia,0.558,0.146,0.168,0.128,SNIa,0.408,0.188,0.296,0.108,0.06
9387,True,ZTF20acnviyk,SN Ia,SN Ia,0.373,0.2,0.213,0.214,SNIa,0.336,0.198,0.242,0.224,0.1
9388,True,ZTF20acnwjwp,No Classification,SN Ia,0.641,0.114,0.155,0.09,SNIa,0.356,0.218,0.252,0.174,No Redshift
9389,True,ZTF20acnywhz,SN Ia,SN Ia,0.557,0.122,0.207,0.114,SNIa,0.422,0.192,0.252,0.134,0.1
9390,True,ZTF20acnyxln,SN Ia,SN Ia,0.471,0.156,0.247,0.126,SNIa,0.4,0.164,0.304,0.132,0.055
9391,True,ZTF20acnznol,SN Ia,SN Ib/c,0.219,0.099,0.661,0.021,SNIbc,0.328,0.146,0.434,0.092,0.032312
9392,True,ZTF20acoaqpm,SN Ia,SN Ia,0.586,0.127,0.192,0.095,SNIa,0.376,0.164,0.292,0.168,0.08
9393,True,ZTF20acobevy,SN Ia,SN Ia,0.51,0.164,0.156,0.17,SNIa,0.37,0.26,0.228,0.142,0.08
9394,True,ZTF20acobvxk,SN Ia,SN Ia,0.801,0.075,0.059,0.065,SNIa,0.45,0.16,0.268,0.122,0.08
9395,True,ZTF20acobxlz,SN Ia-91T-like,SN Ia,0.521,0.155,0.171,0.153,SNIa,0.33,0.244,0.196,0.23,0.09
9396,True,ZTF20acogesf,SN Ia,SN Ia,0.566,0.163,0.192,0.079,SNIa,0.426,0.15,0.32,0.104,0.06
9397,True,ZTF20acojxtb,SN Ia,SN Ia,0.666,0.074,0.234,0.026,SNIa,0.466,0.132,0.314,0.088,0.05
9398,True,ZTF20acoojba,SN Ia,SN Ia,0.521,0.165,0.198,0.116,SNII,0.264,0.274,0.242,0.22,0.117
9399,True,ZTF20acopmey,SN Ia-91T-like,SN Ia,0.495,0.123,0.179,0.203,SNIa,0.392,0.16,0.312,0.136,0.08
9400,True,ZTF20acoqlav,SN Ia,SN Ia,0.731,0.101,0.118,0.05,SNIa,0.476,0.142,0.25,0.132,0.09
9401,True,ZTF20acoqlrd,SN Ia,SN Ia,0.675,0.09,0.141,0.094,SNIa,0.438,0.138,0.316,0.108,0.063152
9402,True,ZTF20acoqpbg,SN Ia,SN Ia,0.693,0.092,0.15,0.065,SNIa,0.404,0.196,0.268,0.132,0.06017
9403,True,ZTF20acordqz,SN Ia,SN Ia,0.446,0.135,0.359,0.06,SNIa,0.388,0.152,0.34,0.12,0.042
9404,True,ZTF20acoredl,SN Ia,SN Ia,0.323,0.201,0.264,0.212,SLSN,0.234,0.214,0.244,0.308,0.05796
9405,True,ZTF20acovdho,SN Ia,SN Ia,0.414,0.176,0.121,0.289,SNIa,0.298,0.22,0.188,0.294,0.096
9406,True,ZTF20acovrzx,SN Ia,SN Ia,0.779,0.046,0.147,0.028,SNIa,0.484,0.136,0.286,0.094,0.0672
9407,True,ZTF20acowata,SN Ia,SN Ia,0.734,0.08,0.132,0.054,SNIa,0.41,0.156,0.288,0.146,0.08
9408,True,ZTF20acowddo,SN Ia,SN Ia,0.718,0.081,0.109,0.092,SNIa,0.398,0.166,0.306,0.13,0.073
9409,True,ZTF20acowpur,SN Ia,SN Ia,0.661,0.088,0.199,0.052,SNIa,0.34,0.192,0.286,0.182,0.063
9410,True,ZTF20acowuix,SN Ia,SN Ia,0.715,0.107,0.103,0.075,SNIa,0.442,0.13,0.286,0.142,0.09
9411,True,ZTF20acoxdas,SN Ia,SN Ia,0.523,0.148,0.128,0.201,SNIa,0.436,0.192,0.268,0.104,0.1
9412,True,ZTF20acoxmsr,SN Ia,SN Ia,0.674,0.099,0.157,0.07,SNIa,0.398,0.25,0.244,0.108,0.071
9413,True,ZTF20acoyfpk,SN Ia,SN Ia,0.292,0.261,0.196,0.251,SNIa,0.324,0.24,0.256,0.18,0.01
9414,True,ZTF20acoykif,SN Ia,SN Ia,0.45,0.181,0.272,0.097,SNIa,0.372,0.198,0.324,0.106,0.086
9415,True,ZTF20acoyvdg,SN Ia,SN Ia,0.584,0.156,0.189,0.071,SNIa,0.354,0.232,0.316,0.098,0.09
9416,True,ZTF20acoyyly,SN Ia,SN Ia,0.468,0.085,0.41,0.037,SNIa,0.43,0.136,0.364,0.07,0.047553
9417,True,ZTF20acpcuwx,SN Ia,SN Ia,0.607,0.103,0.239,0.051,SNIa,0.462,0.166,0.28,0.092,0.05
9418,True,ZTF20acpdrab,SN Ia,SN Ia,0.359,0.134,0.252,0.255,,,,,,0.073
9419,True,ZTF20acpgnej,SN Ia,SN Ia,0.496,0.135,0.274,0.095,SNIbc,0.334,0.214,0.336,0.116,0.032249
9420,True,ZTF20acpgzif,SN Ia,SN Ia,0.605,0.103,0.218,0.074,SNIa,0.396,0.17,0.306,0.128,0.06877
9421,True,ZTF20acphbem,SN Ia,SN Ia,0.63,0.132,0.144,0.094,SNIa,0.346,0.294,0.21,0.15,0.08
9422,True,ZTF20acphccy,SN Ia,SN Ia,0.436,0.152,0.298,0.114,SNIa,0.316,0.266,0.22,0.198,0.065
9423,True,ZTF20acphcdv,SN Ia,SN Ia,0.512,0.175,0.229,0.084,SNIa,0.382,0.232,0.25,0.136,0.088
9424,True,ZTF20acphdbu,SN Ia,SN Ia,0.539,0.14,0.223,0.098,SNIa,0.412,0.174,0.298,0.116,0.04136
9425,True,ZTF20acpjfln,SN Ia,SN Ib/c,0.231,0.139,0.594,0.036,SNIbc,0.37,0.134,0.382,0.114,0.038
9426,True,ZTF20acpkjsn,SN Ia,SN Ia,0.566,0.127,0.262,0.045,SNIa,0.39,0.232,0.254,0.124,0.056
9427,True,ZTF20acpkled,SN Ia,SN Ia,0.686,0.09,0.197,0.027,SNIa,0.396,0.164,0.386,0.054,0.091
9428,True,ZTF20acpklpq,SN Ia,SN Ia,0.693,0.084,0.183,0.04,SNIa,0.4,0.218,0.316,0.066,0.09
9429,True,ZTF20acpknjk,SN Ia,SN Ia,0.372,0.269,0.276,0.083,SNIa,0.356,0.22,0.344,0.08,0.045
9430,True,ZTF20acpkpla,SN Ia,SN Ia,0.559,0.15,0.23,0.061,SNIa,0.404,0.204,0.28,0.112,0.068
9431,True,ZTF20acpkprl,SN Ia,SN Ia,0.578,0.144,0.177,0.101,SNIa,0.442,0.176,0.256,0.126,No Redshift
9432,True,ZTF20acpkqhq,SN Ia,SN Ia,0.5,0.153,0.242,0.105,SNIa,0.428,0.224,0.218,0.13,0.09
9433,True,ZTF20acpksoc,SN Ia,SN Ia,0.786,0.064,0.078,0.072,SNIa,0.446,0.162,0.226,0.166,0.09
9434,True,ZTF20acpkzxq,SN Ia,SN Ia,0.616,0.086,0.238,0.06,SNIa,0.452,0.168,0.248,0.132,0.09
9435,True,ZTF20acplhku,SN Ia,SN Ia,0.655,0.129,0.15,0.066,SNIa,0.364,0.224,0.242,0.17,0.074
9436,True,ZTF20acplqek,SN Ia,SN Ia,0.548,0.15,0.243,0.059,SNIa,0.394,0.164,0.314,0.128,0.083
9437,True,ZTF20acpmgdz,SN Ia,SN Ia,0.295,0.29,0.283,0.132,SNIa,0.344,0.24,0.294,0.122,0.04
9438,True,ZTF20acpprmy,SN Ia,SN Ia,0.456,0.142,0.315,0.087,SNIa,0.442,0.142,0.302,0.114,0.08
9439,True,ZTF20acpqagp,SN Ia,SN Ia,0.674,0.115,0.154,0.057,SNIa,0.4,0.216,0.28,0.104,0.087971
